student_id,age,gender,year_of_study,gpa,academic_consistency,programming_skill_score,problem_solving_score,digital_skill_score,communication_skill_score,teamwork_score,leadership_score,adaptability_score,learning_motivation_score,internship_count,internship_duration_months,project_count,project_portfolio_score,industry_alignment_score,workshops_attended,online_courses_completed,networking_events_attended,career_clarity_score,market_awareness_score,higher_study_interest,target_industry,career_goal_alignment_score,interview_readiness_score,resume_quality_score,employment_competitiveness_score,employment_competitiveness_level
STU0725,18,Female,4,6.32,52.73,67.79,71.45,97.53,96.71,75.91,73.17,52.98,60.51,4,9,4,73.6,82.7,5,10,2,70.64,48.68,No,Finance,63.04,80.71,77.02,67.97,Medium
STU0726,22,Male,2,9.38,93.71,91.28,95.09,78.66,90.06,86.24,97.79,76.28,78.5,3,11,6,77.58,91.57,8,4,8,86.61,73.05,Yes,Government,75.18,88.43,72.35,82.47,High
STU0727,20,Male,2,8.13,78.98,67.62,73.32,63.27,65.63,70.72,83.21,79.77,55.75,2,6,4,72.65,72.06,8,6,3,72.48,81.11,Yes,Finance,86.19,59.99,59.67,47.69,Medium
STU0728,20,Female,4,7.86,73.97,69.74,65.09,73.63,54.99,68.66,67.07,77.92,74.45,3,12,4,63.0,66.34,4,6,3,86.52,82.7,Undecided,Healthcare,86.24,65.77,71.01,66.62,Medium
STU0729,22,Female,1,7.48,76.84,63.73,65.35,61.23,56.15,66.64,50.02,84.46,79.95,5,17,4,66.94,95.83,6,7,4,89.97,68.29,Yes,Government,77.93,60.7,89.16,60.16,Medium
STU0730,21,Female,4,6.9,74.65,84.29,74.66,82.35,48.11,73.55,51.06,74.42,68.84,0,0,3,74.83,56.32,3,6,3,96.02,80.14,Undecided,Consulting,82.47,69.9,49.55,48.38,Medium
STU0731,20,Female,3,8.64,100.0,95.48,90.44,71.31,68.6,74.33,71.35,77.74,72.93,1,5,6,99.99,76.38,6,7,1,77.11,52.48,No,Education,74.47,73.54,75.99,66.19,Medium
STU0732,18,Female,4,7.37,65.75,75.86,74.29,71.34,90.87,80.27,82.85,73.87,62.25,2,9,6,85.13,71.94,6,7,7,64.12,91.0,Yes,Research,69.63,82.37,91.74,65.06,Medium
STU0733,18,Male,2,4.84,61.68,71.08,74.3,83.95,68.16,81.09,68.93,80.25,77.54,2,11,4,66.5,58.19,8,6,2,74.13,62.98,No,Government,80.23,70.78,62.33,34.93,Low
STU0734,25,Other,1,5.86,69.55,70.48,70.65,70.19,73.93,75.6,67.18,53.07,83.02,2,9,7,84.16,69.07,6,8,5,74.99,51.01,No,Consulting,56.56,66.11,70.49,50.25,Medium
STU0735,19,Female,4,6.98,67.37,39.0,56.26,54.87,87.88,80.76,71.12,61.28,79.41,1,5,5,68.64,65.57,7,2,2,70.17,85.89,No,Information Technology,96.01,83.8,60.3,46.06,Medium
STU0736,20,Female,4,7.57,79.55,79.69,79.85,80.58,64.75,72.28,69.2,91.04,68.06,3,12,7,88.57,88.15,6,3,9,81.04,78.37,Yes,Healthcare,75.94,73.01,80.93,65.87,Medium
STU0737,21,Male,4,7.13,70.97,71.74,68.0,83.16,96.46,82.47,52.39,42.47,70.27,3,11,1,46.91,41.57,6,9,6,78.5,94.81,Yes,Information Technology,74.42,94.59,56.01,55.52,Medium
STU0738,22,Female,1,8.66,89.24,75.57,72.84,57.01,95.9,83.25,67.9,70.32,71.36,3,6,6,81.37,78.75,1,11,5,74.25,80.16,No,Finance,71.78,84.0,61.69,73.11,High
STU0739,22,Male,4,4.86,64.3,60.75,50.8,71.26,68.3,64.87,60.25,86.07,68.09,0,3,6,81.69,56.9,5,6,5,100.0,82.96,Undecided,Research,86.85,70.09,61.09,25.62,Low
STU0740,21,Male,4,7.37,80.57,65.0,66.89,65.07,62.49,60.61,79.33,70.88,70.31,2,9,6,87.25,58.2,3,3,3,57.8,42.87,Undecided,Research,52.07,50.66,63.45,24.15,Low
STU0741,24,Male,3,5.02,58.74,64.66,68.44,69.23,79.06,65.59,60.96,67.14,72.06,2,7,4,63.13,70.83,5,6,3,75.51,68.52,Yes,Finance,75.45,67.48,55.91,36.15,Low
STU0742,23,Male,4,8.11,79.98,83.28,74.85,88.4,65.48,55.55,65.98,73.55,83.69,2,7,7,75.21,85.15,7,6,1,70.15,45.95,Yes,Government,64.64,59.52,60.58,48.33,Medium
STU0743,19,Female,4,7.09,63.42,65.08,64.58,55.85,54.96,55.93,64.03,67.76,66.64,5,23,7,63.54,95.23,4,6,3,42.32,52.5,Undecided,Education,74.65,62.13,73.72,52.13,Medium
STU0744,22,Female,3,7.7,77.84,97.07,89.66,75.26,86.66,77.25,92.28,72.37,73.23,2,7,4,80.34,45.8,6,4,3,60.56,63.82,Yes,Government,65.2,79.47,76.89,60.44,Medium
STU0745,20,Female,1,6.16,73.89,75.6,79.05,54.23,85.81,79.65,92.48,63.8,74.18,0,0,6,64.19,53.92,8,5,3,48.79,71.37,Yes,Research,52.66,73.36,47.82,25.57,Low
STU0746,19,Male,3,8.74,77.97,53.42,57.69,55.89,72.02,69.7,69.71,85.3,82.99,2,9,3,56.26,53.01,10,8,1,82.54,59.86,Undecided,Research,71.89,76.15,53.94,49.77,Medium
STU0747,20,Male,1,8.45,78.66,68.33,81.26,82.89,53.58,40.55,49.88,89.08,89.84,4,14,3,67.54,71.53,7,5,3,51.14,80.44,No,Healthcare,67.13,64.51,81.66,50.33,Medium
STU0748,24,Male,2,7.9,81.98,61.53,80.4,64.64,54.02,80.05,61.56,70.4,63.25,4,16,9,85.23,80.57,8,7,2,49.37,40.92,Yes,Consulting,47.97,58.37,88.43,54.12,Medium
STU0749,18,Other,2,7.04,66.47,41.47,47.89,41.41,71.39,82.99,72.0,55.36,65.05,2,8,6,52.55,35.79,3,8,5,66.92,60.27,Yes,Healthcare,70.7,61.12,47.91,10.81,Low
STU0750,19,Male,1,7.9,75.55,90.79,75.71,77.08,63.5,73.03,64.23,65.71,61.54,1,5,4,61.7,35.1,5,3,2,64.79,63.46,Yes,Manufacturing,71.75,71.98,43.21,41.12,Medium
STU0751,25,Female,2,6.35,64.18,79.14,82.6,60.65,65.57,88.58,82.04,69.79,67.94,2,7,1,45.34,55.99,5,9,4,64.03,42.15,Yes,Research,54.12,61.24,67.49,42.07,Medium
STU0752,22,Female,1,8.23,74.51,76.93,74.52,63.06,83.29,67.71,77.56,78.07,72.46,2,5,10,95.93,77.85,6,5,5,53.67,51.98,No,Education,54.88,69.06,80.19,49.25,Medium
STU0753,19,Male,4,9.18,85.8,72.15,59.74,75.57,79.53,94.66,88.12,59.9,72.58,5,21,1,59.89,77.0,7,7,2,83.44,72.87,Yes,Healthcare,64.71,83.97,72.34,82.41,High
STU0754,19,Female,4,8.48,91.24,52.03,59.15,48.88,87.92,69.91,89.56,62.77,68.57,3,12,4,58.3,53.83,10,8,4,67.39,75.91,Yes,Finance,65.8,78.89,74.55,43.32,Medium
STU0755,19,Male,1,6.32,57.73,63.71,61.88,78.17,57.12,68.09,88.47,78.13,55.26,3,9,5,84.52,72.77,5,4,6,84.59,66.86,Undecided,Education,74.6,62.17,72.22,50.07,Medium
STU0756,23,Female,4,7.63,67.48,80.94,65.74,75.81,65.54,56.75,65.74,83.27,54.75,2,6,6,86.66,86.12,10,4,0,55.23,49.04,Undecided,Manufacturing,58.0,58.81,69.74,35.28,Low
STU0757,19,Female,3,5.65,56.44,56.33,56.8,63.84,79.87,76.09,87.79,64.54,62.94,2,7,2,52.08,54.2,8,2,5,60.41,71.19,Undecided,Manufacturing,66.16,75.55,48.45,24.26,Low
STU0758,20,Male,2,7.89,86.13,37.09,62.1,49.62,75.83,77.99,70.03,56.0,68.07,4,16,2,42.41,60.94,6,5,3,56.9,43.6,No,Government,49.97,59.69,53.3,37.24,Low
STU0759,18,Male,1,7.74,78.28,67.05,84.27,76.61,89.92,78.92,92.32,100.0,76.31,2,10,2,49.49,69.16,6,3,2,69.62,61.55,No,Research,75.62,72.27,61.36,61.11,Medium
STU0760,24,Female,3,4.96,51.39,68.16,61.33,77.32,75.47,81.1,87.99,81.4,79.31,5,16,9,90.05,88.86,9,4,3,59.85,59.59,Yes,Consulting,69.84,69.14,63.08,55.19,Medium
STU0761,21,Female,4,5.81,62.6,71.76,77.78,74.82,94.03,83.3,92.76,68.8,59.82,2,8,6,79.45,75.58,8,3,4,86.17,90.81,Yes,Finance,93.3,88.41,60.71,64.37,Medium
STU0762,19,Male,3,6.86,59.52,79.47,83.02,81.36,77.02,69.43,72.68,82.43,83.31,0,0,5,75.38,59.76,8,7,0,36.19,53.02,Yes,Government,60.7,56.61,57.06,29.99,Low
STU0763,22,Female,1,6.84,75.02,78.29,87.96,72.94,83.81,72.05,66.15,70.51,87.02,3,15,5,68.41,61.44,7,5,3,95.33,74.55,Undecided,Research,77.1,90.3,77.19,53.9,Medium
STU0764,19,Female,1,5.75,64.43,73.36,72.84,77.77,65.79,77.71,54.91,82.41,54.72,0,2,4,57.42,38.06,7,7,2,65.47,69.6,No,Consulting,71.82,67.87,51.51,32.22,Low
STU0765,22,Female,2,7.67,76.16,85.54,64.44,75.67,70.19,65.05,67.83,73.91,74.66,1,5,7,99.84,57.46,9,7,0,58.38,57.64,Undecided,Healthcare,67.83,51.33,78.17,35.27,Low
STU0766,20,Male,2,7.5,84.54,50.25,70.89,59.66,81.84,85.98,96.95,73.1,72.92,2,7,7,77.66,57.97,2,2,1,97.63,61.85,Yes,Research,96.48,81.99,64.68,44.88,Medium
STU0767,22,Female,2,6.97,64.84,76.56,80.53,71.36,90.97,93.16,79.63,70.64,42.68,3,13,5,74.64,81.13,3,3,3,68.49,72.16,No,Finance,81.55,81.86,91.01,60.88,Medium
STU0768,25,Female,2,6.29,74.51,78.14,75.59,70.4,79.48,59.08,77.97,54.63,54.47,2,6,6,81.4,61.34,3,2,4,65.54,74.53,Undecided,Manufacturing,68.78,77.28,54.43,44.34,Medium
STU0769,21,Male,4,8.46,87.22,53.89,83.73,54.75,68.92,82.34,84.18,95.26,91.08,0,2,10,97.67,62.69,8,7,1,60.74,55.06,Yes,Education,50.48,61.21,58.87,48.83,Medium
STU0770,18,Male,4,9.19,90.35,50.46,76.21,64.43,87.91,100.0,81.57,60.7,93.01,3,11,2,43.92,57.75,4,6,7,66.04,74.11,No,Healthcare,62.19,70.88,66.11,51.63,Medium
STU0771,22,Female,2,6.62,69.44,60.3,70.99,78.27,41.5,61.2,75.59,55.68,74.13,2,11,3,55.07,62.82,4,5,3,77.3,87.58,Yes,Finance,85.15,63.67,61.39,38.17,Low
STU0772,22,Male,4,6.47,67.48,61.4,74.94,77.48,51.51,69.17,30.18,69.45,72.37,5,17,7,70.47,69.54,5,6,4,77.77,72.3,Yes,Consulting,75.74,65.68,71.58,42.75,Medium
STU0773,18,Female,2,7.79,88.65,79.79,84.6,63.32,78.86,85.86,63.09,60.46,73.97,2,8,10,97.87,87.13,3,11,5,52.14,61.2,No,Healthcare,55.0,71.4,81.39,61.76,Medium
STU0774,21,Female,3,6.77,63.39,62.01,45.15,79.0,70.18,68.83,58.65,71.38,83.74,3,9,6,66.3,83.88,7,7,5,52.45,53.3,No,Research,43.35,63.87,67.91,41.06,Medium
STU0775,19,Male,2,7.03,67.93,58.87,61.27,61.2,77.87,76.86,64.53,80.25,92.18,1,5,1,37.55,45.77,7,5,6,85.42,67.91,Undecided,Education,83.41,82.71,42.97,46.37,Medium
STU0776,22,Female,3,8.09,90.06,62.05,84.02,72.13,70.84,58.74,70.3,83.94,76.42,3,7,5,53.76,42.11,4,1,3,62.08,63.69,Yes,Manufacturing,57.16,73.5,73.73,46.5,Medium
STU0777,18,Male,4,4.91,50.02,84.54,64.09,69.43,77.42,76.23,77.52,81.78,49.04,3,12,7,97.85,73.55,5,5,11,69.13,74.92,Yes,Finance,82.25,73.33,87.79,51.07,Medium
STU0778,25,Female,3,8.78,95.32,70.17,78.15,72.01,59.41,71.72,72.68,68.33,59.98,4,17,1,46.88,70.91,3,2,3,71.82,72.12,Yes,Government,65.57,60.34,72.78,67.16,Medium
STU0779,25,Male,2,7.29,87.51,67.67,67.72,72.36,77.42,80.0,82.51,72.6,89.31,0,2,8,87.58,63.75,6,9,1,92.01,64.99,Undecided,Manufacturing,76.04,83.14,66.66,38.91,Low
STU0780,20,Female,3,6.71,67.58,68.57,83.78,54.87,82.93,87.97,68.12,76.89,71.3,2,7,7,79.77,66.33,13,6,2,89.85,99.14,Undecided,Consulting,85.46,88.94,59.51,73.49,High
STU0781,18,Male,1,7.09,78.58,86.8,95.01,85.82,85.87,70.89,59.66,50.91,69.43,3,15,6,84.36,87.75,4,7,3,75.13,69.62,No,Consulting,77.61,71.12,71.52,63.53,Medium
STU0782,20,Male,4,7.15,66.27,60.26,58.24,78.6,96.18,77.95,84.08,78.85,55.73,0,1,4,45.06,37.26,10,2,4,59.88,48.16,Undecided,Finance,54.1,71.71,47.7,21.41,Low
STU0783,25,Female,3,5.12,61.36,87.1,76.85,78.16,73.17,91.88,70.89,54.51,56.05,2,7,5,71.73,75.53,6,3,6,100.0,83.89,Yes,Healthcare,87.88,74.96,75.95,48.41,Medium
STU0784,21,Male,2,8.99,92.31,72.74,74.6,85.61,73.56,71.6,52.6,96.48,83.59,5,15,3,69.74,82.91,5,6,5,80.51,69.48,Yes,Government,73.1,61.83,89.45,81.91,High
STU0785,19,Female,3,7.25,78.56,67.91,77.98,67.45,50.2,64.59,74.81,67.15,74.51,2,8,3,74.31,61.06,4,6,4,90.51,81.85,Undecided,Government,78.23,63.22,61.78,53.22,Medium
STU0786,18,Male,3,7.73,75.05,100.0,90.34,95.5,63.09,67.72,84.22,69.78,68.61,5,22,2,62.08,87.15,5,2,4,66.42,66.3,Undecided,Information Technology,68.2,52.27,73.31,83.43,High
STU0787,24,Female,1,8.34,73.43,56.28,72.52,40.77,67.49,62.15,85.31,62.76,60.19,0,3,3,52.7,45.64,6,3,3,52.66,63.58,Yes,Finance,62.8,65.71,50.6,29.44,Low
STU0788,25,Male,3,5.97,67.25,65.4,70.62,92.16,83.65,93.88,84.01,64.44,60.81,3,8,6,81.42,84.44,4,4,7,77.63,100.0,Yes,Finance,89.87,83.17,65.92,64.02,Medium
STU0789,25,Female,2,7.77,65.49,53.98,85.7,76.64,62.06,62.65,72.95,99.29,88.58,3,12,5,67.42,99.03,5,3,5,70.25,67.46,Undecided,Manufacturing,74.5,60.84,73.2,65.4,Medium
STU0790,24,Male,3,6.88,69.7,82.38,68.24,74.46,80.35,64.88,87.23,83.28,76.58,2,11,3,64.07,53.29,6,4,2,94.78,79.54,Yes,Information Technology,90.51,86.11,69.59,43.95,Medium
STU0791,23,Male,4,8.22,90.57,91.96,74.4,62.86,69.98,66.98,61.24,53.41,78.23,5,15,3,66.67,90.48,7,1,6,68.48,82.04,Undecided,Government,62.14,62.94,78.05,65.92,Medium
STU0792,25,Male,4,4.65,53.19,91.71,71.74,85.32,67.7,50.45,75.91,90.05,62.54,1,5,6,77.53,68.39,9,5,2,63.31,64.28,No,Consulting,65.83,73.22,70.12,39.26,Low
STU0793,22,Male,3,7.08,87.36,85.91,71.69,64.81,73.24,66.45,72.87,86.32,54.89,4,13,3,60.22,90.88,3,4,4,89.25,58.12,No,Research,69.24,70.49,60.09,47.18,Medium
STU0794,21,Female,3,6.48,75.5,67.43,59.83,73.54,64.91,59.53,76.03,68.63,67.31,3,12,4,64.66,78.01,9,8,0,63.72,65.08,No,Research,66.52,67.5,69.16,42.34,Medium
STU0795,18,Male,1,7.72,74.9,65.25,62.57,72.0,64.42,75.16,72.64,75.68,66.12,1,6,4,65.37,72.88,2,5,2,65.87,42.15,No,Information Technology,60.37,54.4,52.76,30.73,Low
STU0796,24,Female,4,7.76,80.03,48.27,57.35,49.13,47.84,54.79,74.69,71.82,77.7,4,9,5,64.84,65.1,9,6,1,46.83,70.47,Yes,Information Technology,62.19,55.67,55.97,36.84,Low
STU0797,22,Male,2,6.35,66.82,96.47,74.16,96.27,66.78,78.93,75.0,95.67,100.0,2,10,7,83.28,57.56,5,3,5,86.91,62.38,Yes,Information Technology,64.71,70.27,61.8,69.15,Medium
STU0798,24,Male,3,6.35,56.07,76.1,73.02,81.91,63.76,82.68,55.07,62.44,69.61,4,13,11,100.0,79.59,6,8,7,67.34,92.19,No,Research,94.32,69.01,84.95,78.68,High
STU0799,18,Female,2,7.07,67.05,63.6,63.04,76.74,63.29,76.29,87.95,73.75,95.22,2,10,10,79.29,67.15,11,4,1,52.33,56.15,No,Education,74.31,56.85,65.69,44.81,Medium
STU0800,20,Female,1,6.12,61.15,87.26,74.23,80.08,75.42,71.79,60.61,66.86,71.58,4,15,1,59.78,86.74,6,5,6,87.38,86.32,No,Government,80.17,81.69,76.73,66.56,Medium
STU0801,18,Male,3,8.21,69.64,57.35,72.34,49.39,78.56,76.76,89.54,54.8,60.15,3,9,5,60.75,83.36,11,2,6,66.01,75.22,Yes,Healthcare,63.24,67.63,75.07,62.14,Medium
STU0802,23,Male,1,6.76,71.17,75.29,67.66,83.19,73.02,57.61,65.34,98.3,82.53,1,4,2,49.42,47.12,11,4,1,97.27,80.76,No,Finance,100.0,67.88,53.51,50.74,Medium
STU0803,18,Male,4,4.0,44.26,67.76,58.87,66.56,82.94,75.99,89.44,57.82,73.86,3,8,2,51.12,62.33,8,9,3,89.15,52.49,Yes,Healthcare,81.24,75.56,62.45,27.69,Low
STU0804,18,Female,2,6.75,59.04,78.3,73.83,61.17,77.48,66.26,84.18,74.64,84.52,1,4,1,39.67,35.15,4,6,3,51.89,52.73,Yes,Consulting,62.05,70.88,47.26,33.21,Low
STU0805,23,Female,1,5.95,66.38,69.17,53.83,83.56,66.16,76.72,76.55,51.11,58.39,2,11,5,72.04,66.54,9,0,5,80.84,77.36,Undecided,Healthcare,69.88,62.04,54.64,33.79,Low
STU0806,21,Male,3,5.24,62.17,51.14,40.69,81.12,63.98,94.52,83.18,67.21,69.2,1,4,3,65.81,55.34,9,4,7,85.77,79.54,No,Healthcare,92.72,73.43,47.34,39.4,Low
STU0807,25,Female,1,5.72,63.07,70.98,71.78,70.63,74.07,78.33,79.0,77.06,57.33,0,0,3,54.69,44.92,5,3,4,44.85,54.68,No,Healthcare,48.24,61.76,38.76,16.49,Low
STU0808,18,Female,2,7.33,73.7,83.64,82.37,99.59,77.46,54.95,42.43,62.1,76.85,1,4,5,93.08,80.04,5,4,1,66.12,62.06,No,Research,65.18,73.19,72.03,51.48,Medium
STU0809,23,Female,3,8.79,93.25,69.62,95.48,71.2,88.17,76.06,78.08,79.04,95.33,2,7,4,57.48,64.04,4,5,5,61.94,64.47,No,Education,75.08,74.21,67.9,66.32,Medium
STU0810,22,Female,1,7.58,82.98,80.08,81.34,72.24,85.49,79.7,63.87,68.77,75.03,2,8,5,69.64,51.78,2,4,0,86.31,87.29,Undecided,Manufacturing,81.51,79.06,75.04,51.63,Medium
STU0811,20,Male,4,6.47,70.38,56.41,71.58,56.72,62.96,69.21,70.02,85.92,69.4,2,6,6,80.62,43.75,8,5,1,56.47,70.19,Undecided,Government,66.61,53.64,66.42,27.05,Low
STU0812,20,Male,1,7.75,73.98,69.66,70.68,86.68,68.67,63.59,53.71,88.34,80.64,1,4,4,54.8,58.44,9,6,3,73.97,81.73,Yes,Education,85.12,72.83,41.97,39.99,Low
STU0813,18,Male,2,6.65,71.79,61.88,70.35,58.23,78.72,77.88,60.72,64.96,73.37,3,15,3,54.85,67.26,1,4,4,99.02,95.73,Yes,Finance,84.59,81.33,67.8,62.88,Medium
STU0814,21,Male,4,6.37,75.7,79.71,90.7,83.19,83.88,65.32,91.09,72.92,74.1,3,15,7,96.65,85.44,3,4,5,39.57,63.76,Yes,Government,63.26,61.04,88.58,63.02,Medium
STU0815,21,Female,2,5.81,58.11,70.41,50.03,65.13,82.21,67.55,85.03,74.2,69.21,2,9,2,45.21,57.41,6,7,2,71.43,54.66,Yes,Research,77.52,72.23,51.71,34.69,Low
STU0816,22,Female,1,5.1,70.59,78.97,78.55,70.83,69.17,77.58,72.4,79.43,71.97,4,16,7,87.36,72.5,5,7,4,71.94,65.39,No,Information Technology,69.78,62.22,77.8,58.88,Medium
STU0817,18,Male,2,6.73,66.89,84.14,93.36,88.58,53.7,54.01,62.55,72.17,79.03,3,9,6,83.53,74.51,6,0,10,32.86,70.02,Yes,Manufacturing,62.93,54.41,82.95,60.38,Medium
STU0818,20,Male,2,7.39,76.74,78.99,79.66,71.64,57.01,71.04,64.14,74.28,80.77,3,12,6,62.26,64.85,4,8,5,44.88,62.23,Yes,Finance,51.54,59.67,65.66,46.64,Medium
STU0819,21,Male,4,7.08,69.01,73.55,85.46,68.4,73.54,59.4,74.01,69.08,61.03,1,3,2,50.82,50.52,6,7,6,83.01,62.79,Yes,Consulting,63.57,63.7,52.67,44.1,Medium
STU0820,18,Female,2,6.7,71.86,57.02,60.78,74.69,74.45,91.15,70.4,73.38,63.07,0,1,1,64.01,59.39,7,2,2,69.15,66.77,Undecided,Research,55.62,76.21,51.1,26.66,Low
STU0821,24,Male,4,6.07,52.43,69.96,64.58,86.45,55.72,57.33,73.92,87.58,67.34,4,18,4,66.28,69.74,7,12,7,72.93,63.33,Yes,Information Technology,73.58,63.0,82.18,64.52,Medium
STU0822,21,Female,4,7.93,77.55,63.07,70.79,73.14,70.58,69.52,66.94,79.75,82.7,4,11,8,85.15,71.5,7,8,2,67.81,82.16,No,Education,77.44,77.73,67.31,64.13,Medium
STU0823,23,Male,2,5.62,52.94,65.53,45.28,61.49,78.21,78.5,69.99,80.42,68.99,1,4,5,69.84,72.34,8,5,6,88.67,85.83,Yes,Healthcare,80.85,78.71,60.91,48.72,Medium
STU0824,24,Male,4,8.13,84.12,65.13,64.41,62.72,55.03,59.11,62.71,80.68,72.86,2,8,8,99.14,69.35,6,6,3,100.0,74.1,Yes,Finance,94.14,82.9,71.22,66.32,Medium
STU0825,25,Other,2,6.0,70.96,57.26,56.83,64.29,84.36,79.4,69.79,70.15,73.23,3,12,6,62.25,79.42,5,9,3,86.72,71.99,Undecided,Consulting,74.71,88.63,65.92,50.26,Medium
STU0826,21,Female,4,6.3,71.22,44.55,66.55,59.71,65.09,75.04,74.48,75.83,69.7,3,14,2,40.16,80.58,8,8,4,34.79,72.43,Yes,Healthcare,47.31,59.17,54.92,39.83,Low
STU0827,20,Male,1,5.44,42.36,61.31,64.39,55.84,86.35,88.46,74.1,58.98,65.44,4,8,2,50.57,84.3,8,5,4,69.46,52.36,No,Healthcare,57.94,71.42,82.81,35.44,Low
STU0828,19,Female,3,6.6,83.69,72.51,79.51,79.11,63.07,76.3,76.09,87.23,83.46,1,7,6,79.82,69.57,5,5,6,91.2,74.12,No,Healthcare,91.86,58.36,62.45,50.09,Medium
STU0829,24,Female,3,8.37,87.4,52.47,75.79,61.71,56.65,63.77,79.07,38.6,64.33,2,5,2,49.59,54.85,9,3,6,63.56,74.58,No,Manufacturing,75.6,62.23,50.81,45.82,Medium
STU0830,25,Female,2,7.82,74.94,70.2,71.51,53.45,64.04,67.35,58.95,70.95,74.6,0,1,6,76.03,64.54,5,11,4,91.31,54.39,No,Information Technology,73.95,70.96,65.29,41.2,Medium
STU0831,22,Male,3,8.37,86.43,94.7,97.48,74.8,68.76,94.43,76.67,85.69,92.79,2,9,3,63.73,62.26,6,3,4,64.95,64.33,No,Healthcare,64.85,66.51,62.63,72.62,High
STU0832,22,Female,3,7.83,81.7,83.3,81.15,72.77,64.95,78.73,77.33,55.63,65.16,0,0,2,64.01,64.76,4,4,6,51.22,60.48,Undecided,Consulting,55.25,61.98,41.59,41.02,Medium
STU0833,20,Male,1,5.88,58.25,91.37,76.97,81.52,67.19,61.02,60.92,76.8,72.05,4,10,7,71.84,84.12,3,5,3,80.81,93.97,Undecided,Finance,67.21,78.79,63.16,72.49,High
STU0834,21,Female,1,6.8,72.59,75.08,72.07,92.19,74.34,74.45,78.21,63.83,68.92,2,9,3,56.9,63.54,4,6,5,76.87,70.56,No,Manufacturing,63.09,71.27,59.82,47.72,Medium
STU0835,18,Male,3,6.26,62.09,85.18,80.54,81.23,67.77,67.15,75.11,67.57,70.85,4,11,6,73.24,78.79,8,4,3,60.98,52.03,No,Information Technology,59.68,64.04,81.93,54.03,Medium
STU0836,21,Male,3,8.8,86.37,60.59,69.13,56.92,69.14,69.76,82.7,83.35,74.34,0,0,5,57.4,43.02,2,4,9,89.51,75.47,No,Finance,85.82,71.31,47.23,48.36,Medium
STU0837,20,Male,4,5.76,57.04,61.62,70.5,68.1,47.78,49.21,49.9,74.38,68.27,1,4,7,62.32,55.91,3,2,5,42.18,32.84,No,Research,43.18,38.93,45.24,15.63,Low
STU0838,22,Female,4,8.27,74.4,34.39,47.46,47.39,75.09,69.67,59.84,47.59,75.29,1,2,4,53.9,55.49,3,4,2,85.78,85.88,No,Manufacturing,72.8,88.64,61.49,25.08,Low
STU0839,21,Male,4,8.27,85.45,85.42,74.56,82.23,68.84,89.09,72.7,60.28,64.56,2,6,9,98.33,73.76,10,2,3,61.8,63.71,No,Manufacturing,76.49,58.55,69.58,59.84,Medium
STU0840,22,Female,3,9.4,98.7,90.02,95.55,87.32,90.93,86.71,69.47,83.7,72.69,4,13,4,75.0,81.98,5,2,8,96.38,82.99,Yes,Consulting,77.82,85.44,96.05,94.22,High
STU0841,24,Female,2,6.71,73.99,62.81,68.45,78.64,57.79,41.09,63.6,77.39,62.49,2,8,7,84.51,80.66,8,5,5,82.26,83.2,Undecided,Government,81.25,74.81,72.2,46.78,Medium
STU0842,25,Male,1,8.05,88.19,66.7,72.25,68.44,46.49,73.09,51.26,92.98,73.22,1,6,3,67.27,60.68,5,3,6,64.82,75.17,Undecided,Consulting,71.59,58.28,63.31,43.43,Medium
STU0843,18,Female,4,9.94,100.0,60.2,84.21,81.5,78.03,86.01,100.0,92.19,93.01,0,1,4,44.76,37.56,11,3,4,55.51,62.59,Yes,Information Technology,78.3,71.02,51.75,52.26,Medium
STU0844,24,Male,3,6.46,64.41,74.97,66.42,82.31,74.5,69.93,86.65,67.89,55.26,0,3,0,51.29,20.0,5,5,2,45.7,44.98,Yes,Government,44.7,66.67,42.55,9.34,Low
STU0845,22,Female,1,5.36,64.12,84.62,73.92,71.47,56.89,72.77,67.84,100.0,74.76,3,8,7,86.08,89.57,6,5,6,68.84,65.68,Undecided,Research,69.29,63.54,79.73,50.48,Medium
STU0846,22,Male,2,4.94,44.96,47.34,63.23,80.14,50.11,53.96,69.82,72.29,67.99,2,11,2,47.94,55.07,4,9,4,70.84,69.04,No,Government,72.29,64.33,62.0,12.25,Low
STU0847,19,Female,4,8.06,76.24,75.32,87.89,76.7,89.99,75.79,57.38,60.45,73.57,3,8,7,80.37,77.15,7,6,4,85.79,79.72,Yes,Research,73.55,86.72,72.98,70.4,High
STU0848,19,Female,3,4.94,47.71,66.4,74.16,60.17,88.38,94.76,100.0,64.4,57.55,3,13,9,83.84,81.99,5,11,2,59.18,46.39,No,Consulting,59.98,64.38,79.23,37.42,Low
STU0849,24,Female,2,6.75,78.31,71.47,72.31,87.84,37.66,54.23,49.31,44.92,67.6,1,2,6,79.24,68.15,4,10,7,75.47,74.56,No,Government,72.0,50.5,63.31,42.19,Medium
STU0850,23,Female,3,7.72,86.08,75.97,89.16,94.56,64.04,50.12,60.11,91.28,83.48,1,3,6,68.75,66.08,4,4,7,64.66,84.56,Yes,Healthcare,71.52,80.78,61.43,50.96,Medium
STU0851,24,Female,2,7.42,80.19,67.55,65.87,68.82,91.63,80.6,56.85,91.14,78.39,3,6,5,77.47,84.08,7,4,2,92.48,58.97,No,Finance,72.2,84.18,82.93,71.78,High
